Role,Title,Company,Location,Salary,Description,Salary_Min,Salary_Max,Average_Salary
Data Scientist,Data Scientist,LIT,"Oak Hill, Fairfax County",91070.38 - 91070.38,Generic Data Scientist LIT is a growing people-first company with an unrelenting dedication to its workforce. Our work is mission-critical and our con...,91070.38,91070.38,91070.38
Data Scientist,Data Scientist,Spotify,US,91513.17 - 91513.17,We are looking for a Data Scientist to join the Business Analytics team at Spotify. You will work with the Regional Analytics Lead to evaluate and inf...,91513.17,91513.17,91513.17
Data Scientist,Data Scientist,Datasync Technologies Inc,"Pimmit, Fairfax County",117026.59 - 117026.59,We are looking for a Data Scientist/Engineer who lives to find the messages hidden in the madness of data. You will be responsible for keeping us on t...,117026.59,117026.59,117026.59
Data Scientist,Data Scientist,Red Bull,"Santa Monica, Los Angeles County",96384.34 - 96384.34,"This is a unique opportunity to join a data science team that develops and deploys creative, impactful analytics solutions inside an established, mark...",96384.34,96384.34,96384.34
Data Scientist,Data Scientist,Bespoke Technologies,"Bethesda, Montgomery County",128480.65 - 128480.65,"Data Scientist Skill Level: Senior Location: Bethesda (fully on-site, no remote option)  MUST HAVE A POLY CLEARANCE TO APPLY Job Summary: Bespoke Tech...",128480.65,128480.65,128480.65
Data Scientist,Data Scientist,City of Boston,US,140531.45 - 140531.45,The Department of Innovation and Technology is looking for a Data Scientist to join our growing Citywide Analytics Team. As part of a highly collabora...,140531.45,140531.45,140531.45
Data Scientist,Data Scientist,CLBPTS,US,Not listed,Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and success...,,,
Data Scientist,Data Scientist,NORC at the University of Chicago,"Chicago, Cook County",106068.89 - 106068.89,"JOB DESCRIPTION: At NORC, Data Scientists play a key role in working with our research teams to produce valuable insights for our clients. This positi...",106068.89,106068.89,106068.89
Data Scientist,Data Scientist,Nextdeavor,"Boulder, Boulder County",Not listed,"Data Scientist 6 Month W2 Contract ​​​​​​Boulder, CO (Hybrid) Benefits You’ll Love: NextDeavor offers health, vision and dental benefits for contract ...",,,
Data Scientist,Data Scientist,Forhyre,"Chelsea and Clinton, Manhattan",Not listed,We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on y...,,,
Data Scientist,Data Scientist,Forhyre,"New York City, New York",Not listed,We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on y...,,,
Data Scientist,Data Scientist,Forhyre,"New York City, New York",113156.6 - 113156.6,Job Description Job Description We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improv...,113156.6,113156.6,113156.6
Data Scientist,Data Scientist,TelevisaUnivision Management Co.,"Miami, Miami-Dade County",114915.55 - 114915.55,"TelevisaUnivision is the leading Spanish-language media company in the world We’re investing in our content, our people, and our properties, which spa...",114915.55,114915.55,114915.55
Data Scientist,Data Scientist,IKASI,"Hayes Valley, San Francisco",117231.23 - 117231.23,"As a Data Scientist, you’ll be integral in finding patterns and extracting valuable insights from large amounts of raw data. Ikasi.ai is an innovative...",117231.23,117231.23,117231.23
Data Scientist,Data Scientist,UIC Alaska,"Fort Belvoir, Fairfax County",166425.44 - 166425.44,"DATA SCIENTIST (ARDAP): Bowhead is seeking a Data Scientist for the upcomming Army Data and Analytics Platform (ARDAP) effort located at Fort Belvoir,...",166425.44,166425.44,166425.44
Data Scientist,Data Scientist,Imran Yousuf,"Hayes Valley, San Francisco",139013.08 - 139013.08,"About the job Data Scientist Company Overview: At our company, we are a diverse team of passionate individuals with expertise ranging from oil refinin...",139013.08,139013.08,139013.08
Data Scientist,Data Scientist,Altamira Technologies,"Mc Lean, Fairfax County",112639.59 - 112639.59,Description Data Scientist Clearance: TS/SCI/FS Poly Location: McLean VA Altamira Technologies has a long and successful history providing innovative ...,112639.59,112639.59,112639.59
Data Scientist,Data Scientist,Tagup,"Boston, Suffolk County",119059.53 - 119059.53,"At Tagup, we use machine learning to make the machines that power the world safer, more reliable, and more efficient. As a rapidly scaling AI/ML techn...",119059.53,119059.53,119059.53
Data Scientist,Data Scientist,Darwin Recruitment,"Hayes Valley, San Francisco",128762.9 - 128762.9,Are you passionate about gaming and the power of AI? We’re a cutting-edge GenAI gaming company looking for an experienced Data Scientist with a backgr...,128762.9,128762.9,128762.9
Data Scientist,Data Scientist,ManpowerGroup,"Grandview Heights, Franklin County",143622.52 - 143622.52,"Our client, a leader in National Security , is seeking a Data Scientist to join their team. As a Data Scientist, you will be part of the Chemical, Bio...",143622.52,143622.52,143622.52
Data Scientist,Data Scientist,Entergy,"Custom House, Orleans Parish",121588.88 - 121588.88,"Work Place Flexibility: Hybrid Legal Entity: Entergy Services, LLC JOB SUMMARY/PURPOSE The Data Scientist role is a valuable member of the machine lea...",121588.88,121588.88,121588.88
Data Scientist,Data Scientist,Entergy,"Panther Creek, Montgomery County",118867.45 - 118867.45,"Work Place Flexibility: Hybrid Legal Entity: Entergy Services, LLC JOB SUMMARY/PURPOSE The Data Scientist role is a valuable member of the machine lea...",118867.45,118867.45,118867.45
Data Scientist,Data Scientist,Oracle,"Glendale, Denver",156488.27 - 156488.27,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,156488.27,156488.27,156488.27
Data Scientist,Data Scientist,Oracle,"Topeka, Shawnee County",152378.1 - 152378.1,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,152378.1,152378.1,152378.1
Data Scientist,Data Scientist,Oracle,"Phoenix, Maricopa County",148800 - 148800,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,148800,148800,148800
Data Scientist,Data Scientist,Oracle,"Atlanta, Fulton County",158434.1 - 158434.1,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,158434.1,158434.1,158434.1
Data Scientist,Data Scientist,Oracle,"Cammack Village, Pulaski County",164347.12 - 164347.12,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,164347.12,164347.12,164347.12
Data Scientist,Data Scientist,Oracle,"Talcott Village, Hartford County",150174.86 - 150174.86,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,150174.86,150174.86,150174.86
Data Scientist,Data Scientist,Oracle,"Wake Island, Honolulu",163192.62 - 163192.62,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,163192.62,163192.62,163192.62
Data Scientist,Data Scientist,Oracle,"Lansing, Ingham County",153376.5 - 153376.5,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,153376.5,153376.5,153376.5
Data Scientist,Data Scientist,Oracle,"Jackson, Hinds County",136040.42 - 136040.42,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,136040.42,136040.42,136040.42
Data Scientist,Data Scientist,Oracle,"Helena, Lewis and Clark County",156092.98 - 156092.98,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,156092.98,156092.98,156092.98
Data Scientist,Data Scientist,Oracle,"Montpelier, Washington County",151962.17 - 151962.17,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,151962.17,151962.17,151962.17
Data Scientist,Data Scientist,Oracle,"Charleston, Kanawha County",149957.33 - 149957.33,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,149957.33,149957.33,149957.33
Data Scientist,Data Scientist,Oracle,"Edgewood, Richland County",155412.67 - 155412.67,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,155412.67,155412.67,155412.67
Data Scientist,Data Scientist,Oracle,"Penbrook, Dauphin County",154661.44 - 154661.44,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,154661.44,154661.44,154661.44
Data Scientist,Data Scientist,Oracle,"Saint Paul, Ramsey County",157324.89 - 157324.89,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,157324.89,157324.89,157324.89
Data Scientist,Data Scientist,Oracle,"Baton Rouge, East Baton Rouge Parish",146649.9 - 146649.9,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,146649.9,146649.9,146649.9
Data Scientist,Data Scientist,Oracle,"Frankfort, Franklin County",152730.17 - 152730.17,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,152730.17,152730.17,152730.17
Data Scientist,Data Scientist,Oracle,"Salem, Marion County",157680.72 - 157680.72,Job Description We are seeking a data scientist who will develop and implement Al features and solution innovations that drive business growth and suc...,157680.72,157680.72,157680.72
